title,lang,source_name,format,category,cefr_level,license,text,source_dataset
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"A football player starts walking on the field, stops and stretches, and then walks again.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"A group of people, horses and mules are on a mountain side.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"Oh, my gosh, Hunter.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"But for now, you should all rest.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Practice every day, or I'll appear in your nightmares.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Am I doing this right?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Thank you for providing us with shelter, ma'am.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,I'm just so happy you're home.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"But he was defeated by a newer, smaller bad guy?",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,He won't tell me what he's looking for.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I never expected to be a mother of six.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"Well, I'm going to pick up Luz from school.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"In the morning, instead of screaming, it'll do this.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Luz, I'm so happy I had you as a big sister.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,You're safe here.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Shh! Don't say it so loud.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,We don't know what he is or how Belos found him.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,We'll tell them when we're ready.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Hey. Thanks for not telling them that I'm...,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,I like what you've done with the place.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Well, he started out human.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,They won't hate you any more than me,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Don't worry, Vee! We'll keep you safe.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Mama, I-- I know I shouldn't have left.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,I'll figure that out later.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,But they're creating a lot of chaos.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,We're learning Spanish from this scary owl app.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Hunter, look at all this awesome human stuff.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,But this still confuses me.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,We'll have time to talk later.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,You're our top student!,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Please never do that again.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"What? Pshh. No, of course they won't.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"It's not much, but I hope you two will be comfortable.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,He still confuses us too.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"Bar so, a man walks into a bar and says ouch.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A lot of people think boogers are funny but they're snot.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"A man is reading an r/jokes post... heh heh, that's pretty humorous... ...just like my arm bone.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Your mom is so fat even jesus couldn't lift her spirits up.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I like making silly faces in group photos because it's better to look ugly on purpose,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Batman walks into a bar... ...followed by 24 sodium atoms.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I'd like deadlines more if they were called happy endings.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"I missed the lunar eclipse, but i've seen shadows before, so i get how awestruck everyone was.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,Til: 9 out of 10 people addicted to drinking break fluid... can't stop.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,If you give a man a fish you kinda suck at picking out gifts.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Smart golfers always wear two pairs of pants in case they get a hole in one.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,My eyes are brown with tiny flecks of narcissism.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I just bought some land with a stranger and now we have a lot in common.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,My inflatable girlfriend always looks surprised when i walk into the room.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Please pray for the private school kid whose dad drops him off in a 3-year-old car.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Michael jackson, ted kennedy, and osama bin laden walk into a bar... you fill in the punch line.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,Eunuchs have been historically given influence or wealth as part of their compensation package.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,Social media is nice because now we can all experience profound solitude and isolation together.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Selling a french ww2 rifle never fired, only dropped once.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,I don't have any good science related jokes to tell because most of the good jokes argon,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,At least the english rugby team doesn't have a flight home of shame...,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,My life is a result of it seemed like a good idea at the time.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I call bullshit on vampires that look all sexy and shit when they can't even see their reflection,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I don't know why everyone is hating on this mayweather it's beautiful out.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Studys show that 76.5% of statistics are made up.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A solid way to make your waiter's head explode is to order a grilled cheese with no bread.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,You know what they say about farm girls and horses... they both fell in mud.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I want to meet myself from someone else's point of view.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I want to tell you guys a small joke it's very puny!,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I'm not gonna partake in this i hate monday morning thing because i hate all work days equally.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,How about like a tye dye chicken who screams actual words at you,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I have the heart of a lion and a lifetime ban from the local zoo,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I had a joke about the baltimore riots but someones already stolen it :(,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Helping a few people complete their bucket list so they will just die already.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,How to change a baby: 1. swap it out with a labrador pup when no one's looking,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Not all wood floats natalie wood, for example.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,If your jokes are corny i'm all ears.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,If anyone sees phillip... ...tell him i have his screwdriver.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"A lawyer walks into a bar he tries his hardest, and passes the exam.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,You know your vacation sucks when you're constantly writing updates about it on facebook.,universalcefr/readme_en
na,en,readme,sentence-level,reference,C2,CC BY SA NC 4.0,"My nights would be haunted by the specter of innocence that suffer there, through the most dreadful of tortures, for a crime it did not commit.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,We really can.,universalcefr/readme_en
na,en,readme,sentence-level,reference,C1,CC BY SA NC 4.0,"I have no reason to think that I have lost capacity in respect to invention, design or reasoning powers in any respect, only that my memory (or presence of mind) in regard to recent occurrences is less trustworthy than it has been.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Stay on your feet, it’s the place to be!",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,You have my forever and forever support!,universalcefr/readme_en
na,en,readme,sentence-level,reference,C1,CC BY SA NC 4.0,"There is the Minister of War, General Mercier, whose intelligence seems poor; there are the head of the High Command, General De Boisdeffre, who appears to have yielded to his clerical passion, and the assistant manager of the High Command, General Gonse, whose conscience could put up with many things.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"Mr. President and Chairman Kim, I wish you nothing but the best of luck on this second historic summit… God Bless.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"This officer actively supported me by helping me find a hiding place in the attic of the German general command of Warsaw, and by providing me with a blanket, a coat; supplying me with food over a lengthy period; as well as extending moral and personal support until his departure from Warsaw in mid December 1944.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I don’t expect to be on the A team anymore; but I want to play golf with you.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Captain Hosenfeld proved to be a heroic person and opponent of Fascism, and deserves to be awarded.",universalcefr/readme_en
na,en,readme,sentence-level,reference,C1,CC BY SA NC 4.0,But what a spot of mud on your name—I was going to say on your reign—is this abominable Dreyfus affair!,universalcefr/readme_en
na,en,readme,sentence-level,reference,C1,CC BY SA NC 4.0,"The strange thing about growing old is that the intimate identification with the here and now is slowly lost; one feels transposed into infinity, more or less alone, no longer in hope or fear, only observing.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"There is no way to get to sleep when your ribs are broken, so you stay awake, turning things over in your mind—what’s left of it.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,In 1940 I was incarcerated with my family in the Warsaw ghetto.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"As your staff is aware, based on our discussions, you have my continued and strong commitment to assisting in your talks with North Korea.",universalcefr/readme_en
na,en,readme,sentence-level,reference,C2,CC BY SA NC 4.0,"Would you allow me, in my gratitude for the benevolent reception that you gave me one day, to draw the attention of your rightful glory and to tell you that your star, so happy until now, is threatened by the most shameful and most ineffaceable of blemishes?",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"While I will not be able to attend the Hanoi events, I plan on following up with you, your team and my friend, Chairman Kim.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Hi there can you tell me a little more about this table please .,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Hi are you interested in the colorado?.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Well it probably would be a bit small.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,watch is in great condition like new.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,That is a great question but unfortunately I do not know who the artist is.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Would you like to make an offer?.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"This is a beautiful apartment at a great location, could you do $1600?",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"Yes, this a pet friendly community.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,It's practically brand new.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"Hey nice chair, would look perfect in my living room.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,I know almost nothing about this stuff.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"It really is a great piece..  Hi, what kind of condition is it in?",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Are you willing to lower just a few dollars to $59?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,That's a very sweet bike!,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Yes it has HD quality sound.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Could you tell me a bit more about it?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I am interested but at a more reasonable price.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,It is a great soundbar.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"I am really interested in hyour trunk, it is beautiful.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"They are working great, I can have you try them when you get here, but I cannot let them go for less than the listed price.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,How soon would you like to get the vehicle?,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"Hey if I pay for my own utilities, will you take $1400 a month?",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Hi, I am interested in your product.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,But I don't want to go too low.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Is the price negotiable?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"I don't have one for sale, but I thought you did?",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,A glass top and bottom and it is adjustable up and down.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,However without knowing the current working condition I would be willing to offer you $40.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"I there, that's a beautiful atomic lamp.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"Sounds great, you're looking at a beautiful home here.",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,The place is packed full of additional amenities to suit all your needs.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,how are the tires?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"They're great, fully complete and in good condition.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,How do the speakers sound?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,It is on the top floor.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I am interested in an apartment.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Your knowledge of English is really surprising .,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Can I reserve a room from the 13th to the 18th ?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Can I take your order ?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Hello , I'd like to see Mr . Charles , the manager , please .",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Are you sure you heard right ?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"Good morning , Angela , how have you been lately ?",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"Look , there is traffic accident over there .",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,This is the route I thought we could take on our hike on Saturday afternoon .,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Mr.Martin , we're on arrival .",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,My parents are always saying I am not good enough .,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Have you lost weight ?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I would like to pick a time to look at houses with you .,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Are you ready to order now , sir ?",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,What's wrong with you ?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Could you recommend some places for me ?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Hello , may I speak to Mr.Baker , please ?",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I'm sure he was off-side .,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"You are married to a foreigner , huh ?",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,George speaks Japanese better than Frank .,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,May I take a picture of you and your little boy ?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,What would you like to drink ?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Have you ever found yourself in a situation when you have to lie to people who trust you ?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Happy Birthday !,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Are you going home now ?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"You're going to have coffee , aren't you ?",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Thanks for inviting me to your party .,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"This facility is great , don't you think ?",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,How were you getting along with your studies ?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"I want to redo this poster , but John and Mary think it's good enough as it is .",universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"I really want to go to China for vacation , but I can ’ t find a cheap plane ticket .",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,I simply can't learn French !,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,How is your appetite today ?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"What's wrong , Bob ?",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Hey man , you hit my car .",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Nice to see you ; how have you been feeling lately ?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Clear all alarms,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,snooze alarm,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Set the alarm for 8 pm central time.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Turn off all of my alarms today.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Cancel alarm for 10 pm tonight.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Set an alarm for 2:30 pm,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Set alarm for 8 pm tonight,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Set an alarm for 6am tomorrow,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Set an alarm for 10pm tonight,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,What time is my alarm set for tomorrow?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Stop the alarm.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,cancel alarm for 7 am tomorrow,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,cancel alarm for tomorrow morning,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Stop alarm.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,show my alarms for tomorrow,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,set alarm every 5 minutes,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,How much time before my alarm goes off?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Show all alarms please,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Turn off all alarms,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,show all alarms,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Show current set alarms.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,snooze alarm for 15 minutes,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Set my alarm to let me know when the game ends.,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Cancel my alarm(s) for Saturday,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Cancel alarms,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,set an alarm for 6pm,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,set alarm for 8:45am tomorrow,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,i need to set my alarm for tomorrow at 7 am,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Set an alarm for 15 minutes for my meditation,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,how many alarms do I have,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Set alarm for 7 am tomorrow,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Set an alarm for tomorrow at 2am,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Turn on all alarms,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Set off alarm in 5 minutes,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,Set alarm for every 5 minutes,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,set alarm for 7am,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,cancel the alarm for 4:30am,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,set alarm every 15 minutes for one hour,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,cancel all alarms,universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,set alarm every 5 minutes for 15 minutes,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,The Hanged Man.,universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"April is the cruellest month, breeding",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Here, said she",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Out of this stony rubbish?,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"In the mountains, there you feel free",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Tell her I bring the horoscope myself,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,And each man fixed his eyes before his feet,universalcefr/readme_en
na,en,readme,sentence-level,reference,B1,CC BY SA NC 4.0,"You cannot say, or guess, for you know only",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"And drank coffee, and talked for an hour",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"I read, much of the night, and go south in the winter",universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,Dull roots with spring rain,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,I do not find,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"I see crowds of people, walking round in a ring",universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"And went on in sunlight, into the Hofgarten",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"And when we were children, staying at the archduke’s,",universalcefr/readme_en
na,en,readme,sentence-level,reference,A1,CC BY SA NC 4.0,"Marie, hold on tight.",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,And I will show you something different from either,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,Is known to be the wisest woman in Europe,universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"And here is the one-eyed merchant, and this card",universalcefr/readme_en
na,en,readme,sentence-level,reference,A2,CC BY SA NC 4.0,"Which is blank, is something he carries on his back",universalcefr/readme_en
na,en,readme,sentence-level,reference,B2,CC BY SA NC 4.0,"Summer surprised us, coming over the Starnbergersee",universalcefr/readme_en
